,model,obs,score
112,"Survival Tree, random oversampler",750,0.1448132724766246
113,"Survival Tree, SMOTENC",750,0.1457936245775238
114,"Random Survival Forest, unweighted",750,0.0910581671092105
115,"Random Survival Forest, random oversampler",750,0.0776484976383806
116,"Random Survival Forest, SMOTENC",750,0.0829354848806022
117,Unweighted Cox PH,750,0.0769957412922223
118,"Cox PH, Barlow weights",750,0.0814111148499006
119,"Cox PH, Prentice weights",750,0.0817871186479886
120,"Cox PH, Self-Prentice weights",750,0.0847938834605387
121,"Cox PH Ridge, Barlow weights",750,0.0652272571052671
122,"Cox PH Lasso, Barlow weights",750,0.0580332558945967
123,"Cox PH Elastic Net, Barlow weights",750,0.0576069238357381
124,"Survival Tree, unweighted",750,0.1483482678509703
125,"Survival Tree, random oversampler",750,0.1429418161128335
126,"Survival Tree, SMOTENC",750,0.1293583231215788
127,"Random Survival Forest, unweighted",750,0.0834522804632447
128,"Random Survival Forest, random oversampler",750,0.0725195358927324
129,"Random Survival Forest, SMOTENC",750,0.0740576656220333
130,Unweighted Cox PH,750,0.0727948097142013
131,"Cox PH, Barlow weights",750,0.0606373714112348
132,"Cox PH, Prentice weights",750,0.0611141217305076
133,"Cox PH, Self-Prentice weights",750,0.0929179478362599
134,"Cox PH Ridge, Barlow weights",750,0.0528250937088941
135,"Cox PH Lasso, Barlow weights",750,0.0523981724622183
136,"Cox PH Elastic Net, Barlow weights",750,0.0511627126979831
137,"Survival Tree, unweighted",750,0.1672654309190655
138,"Survival Tree, random oversampler",750,0.1590772723069847
139,"Survival Tree, SMOTENC",750,0.1682242650840775
140,"Random Survival Forest, unweighted",750,0.0921893876294594
141,"Random Survival Forest, random oversampler",750,0.0742256431754271
142,"Random Survival Forest, SMOTENC",750,0.0773278623976488
143,Unweighted Cox PH,750,0.0629440229122573
144,"Cox PH, Barlow weights",750,0.0634936368401491
145,"Cox PH, Prentice weights",750,0.0654897465208009
146,"Cox PH, Self-Prentice weights",750,0.0751257978874708
147,"Cox PH Ridge, Barlow weights",750,0.0522988838119133
148,"Cox PH Lasso, Barlow weights",750,0.0468568532301367
149,"Cox PH Elastic Net, Barlow weights",750,0.0479452042720114
150,"Survival Tree, unweighted",750,0.1069701556764706
151,"Survival Tree, random oversampler",750,0.1049391490587584
152,"Survival Tree, SMOTENC",750,0.1021581524674616
153,"Random Survival Forest, unweighted",750,0.062917937731664
154,"Random Survival Forest, random oversampler",750,0.0520446513525792
155,"Random Survival Forest, SMOTENC",750,0.0545355712184977
156,Unweighted Cox PH,750,0.0617628431035319
157,"Cox PH, Barlow weights",750,0.0524322537911334
158,"Cox PH, Prentice weights",750,0.0573917075114312
159,"Cox PH, Self-Prentice weights",750,0.0788548828993012
160,"Cox PH Ridge, Barlow weights",750,0.0446314604927388
161,"Cox PH Lasso, Barlow weights",750,0.0440891686603363
162,"Cox PH Elastic Net, Barlow weights",750,0.043680574365035
163,"Survival Tree, unweighted",750,0.1274874776594294
164,"Survival Tree, random oversampler",750,0.1409944365295835
165,"Survival Tree, SMOTENC",750,0.1325175324956723
166,"Random Survival Forest, unweighted",750,0.0700086035841444
167,"Random Survival Forest, random oversampler",750,0.0560138356625164
168,"Random Survival Forest, SMOTENC",750,0.058408291245655
169,Unweighted Cox PH,750,0.0845599385083702
170,"Cox PH, Barlow weights",750,0.0848582123215547
171,"Cox PH, Prentice weights",750,0.0838359767213208
172,"Cox PH, Self-Prentice weights",750,0.1114684512726338
173,"Cox PH Ridge, Barlow weights",750,0.0680695830104812
174,"Cox PH Lasso, Barlow weights",750,0.0648362458045095
175,"Cox PH Elastic Net, Barlow weights",750,0.0649059739401182
176,"Survival Tree, unweighted",750,0.166742719800774
177,"Survival Tree, random oversampler",750,0.1710391704005023
178,"Survival Tree, SMOTENC",750,0.1723961502809601
179,"Random Survival Forest, unweighted",750,0.105188957540637
180,"Random Survival Forest, random oversampler",750,0.0939959819935397
181,"Random Survival Forest, SMOTENC",750,0.0960338156811152
182,Unweighted Cox PH,750,0.062039522203868
183,"Cox PH, Barlow weights",750,0.0602704282423238
184,"Cox PH, Prentice weights",750,0.0615084029840389
185,"Cox PH, Self-Prentice weights",750,0.1107363545836842
186,"Cox PH Ridge, Barlow weights",750,0.0502823833798828
187,"Cox PH Lasso, Barlow weights",750,0.0449854429199865
188,"Cox PH Elastic Net, Barlow weights",750,0.0449520584383127
189,"Survival Tree, unweighted",750,0.126054137558702
190,"Survival Tree, random oversampler",750,0.1233110250061415
191,"Survival Tree, SMOTENC",750,0.1431475490669572
192,"Random Survival Forest, unweighted",750,0.0710740335224085
193,"Random Survival Forest, random oversampler",750,0.0592806859105581
194,"Random Survival Forest, SMOTENC",750,0.0613988490516763
195,Unweighted Cox PH,750,0.0706552700842708
196,"Cox PH, Barlow weights",750,0.0774863447647272
197,"Cox PH, Prentice weights",750,0.0784207668535043
198,"Cox PH, Self-Prentice weights",750,0.0887259304114555
199,"Cox PH Ridge, Barlow weights",750,0.058310303418444
200,"Cox PH Lasso, Barlow weights",750,0.0573448544177883
201,"Cox PH Elastic Net, Barlow weights",750,0.0560647758531151
202,"Survival Tree, unweighted",750,0.143579682142441
203,"Survival Tree, random oversampler",750,0.1428488169869694
204,"Survival Tree, SMOTENC",750,0.1534573581272486
205,"Random Survival Forest, unweighted",750,0.0791936436579387
206,"Random Survival Forest, random oversampler",750,0.0698326278483551
207,"Random Survival Forest, SMOTENC",750,0.0711034481059685
208,Unweighted Cox PH,750,0.1164805803336802
209,"Cox PH, Barlow weights",750,0.1238163639613648
210,"Cox PH, Prentice weights",750,0.1266085419559732
211,"Cox PH, Self-Prentice weights",750,0.1488719286149049
212,"Cox PH Ridge, Barlow weights",750,0.0943052115402397
213,"Cox PH Lasso, Barlow weights",750,0.0884806355831008
214,"Cox PH Elastic Net, Barlow weights",750,0.0884761380529804
215,"Survival Tree, unweighted",750,0.1629683426299338
216,"Survival Tree, random oversampler",750,0.1500197684166424
217,"Survival Tree, SMOTENC",750,0.1510031369873676
218,"Random Survival Forest, unweighted",750,0.0947626446530684
219,"Random Survival Forest, random oversampler",750,0.0846171718833314
220,"Random Survival Forest, SMOTENC",750,0.0863999470100944
221,Unweighted Cox PH,750,0.0878107298389275
222,"Cox PH, Barlow weights",750,0.0852309363520942
223,"Cox PH, Prentice weights",750,0.0917668000637898
224,"Cox PH, Self-Prentice weights",750,0.1087450866193364
225,"Cox PH Ridge, Barlow weights",750,0.0696027735936973
226,"Cox PH Lasso, Barlow weights",750,0.0609559313196249
227,"Cox PH Elastic Net, Barlow weights",750,0.0617984809081375
228,"Survival Tree, unweighted",750,0.1424430459239535
229,"Survival Tree, random oversampler",750,0.1634547956002789
230,"Survival Tree, SMOTENC",750,0.1553092468371991
231,"Random Survival Forest, unweighted",750,0.0910660255000714
232,"Random Survival Forest, random oversampler",750,0.0777058271983638
233,"Random Survival Forest, SMOTENC",750,0.0801087853820527
234,Unweighted Cox PH,750,0.0837033223069487
235,"Cox PH, Barlow weights",750,0.077619042828338
236,"Cox PH, Prentice weights",750,0.087140772472832
237,"Cox PH, Self-Prentice weights",750,0.0817452722692809
238,"Cox PH Ridge, Barlow weights",750,0.0606346588256172
239,"Cox PH Lasso, Barlow weights",750,0.0575702085988451
240,"Cox PH Elastic Net, Barlow weights",750,0.0562232433080543
241,"Survival Tree, unweighted",750,0.1254997800985397
242,"Survival Tree, random oversampler",750,0.1317789065397986
243,"Survival Tree, SMOTENC",750,0.1268855644385184
244,"Random Survival Forest, unweighted",750,0.0699945622967515
245,"Random Survival Forest, random oversampler",750,0.060229925440393
246,"Random Survival Forest, SMOTENC",750,0.0613179161319931
247,Unweighted Cox PH,750,0.0843696342365106
248,"Cox PH, Barlow weights",750,0.0726580158639307
249,"Cox PH, Prentice weights",750,0.0749714268569401
250,"Cox PH, Self-Prentice weights",750,0.1190093848918316
251,"Cox PH Ridge, Barlow weights",750,0.0667937885738476
252,"Cox PH Lasso, Barlow weights",750,0.0621939454484738
253,"Cox PH Elastic Net, Barlow weights",750,0.0621574455011492
254,"Survival Tree, unweighted",750,0.1412141949384256
255,"Survival Tree, random oversampler",750,0.1507450134396319
256,"Survival Tree, SMOTENC",750,0.1392842412487478
257,"Random Survival Forest, unweighted",750,0.093013791168583
258,"Random Survival Forest, random oversampler",750,0.0780567583770274
259,"Random Survival Forest, SMOTENC",750,0.0800181661952769
260,Unweighted Cox PH,750,0.0653991574162258
261,"Cox PH, Barlow weights",750,0.0670646766259051
262,"Cox PH, Prentice weights",750,0.0659294736132591
263,"Cox PH, Self-Prentice weights",750,0.1014435732644882
264,"Cox PH Ridge, Barlow weights",750,0.0555008896409073
265,"Cox PH Lasso, Barlow weights",750,0.0538959115521401
266,"Cox PH Elastic Net, Barlow weights",750,0.0536001487624508
267,"Survival Tree, unweighted",750,0.1178140784561133
268,"Survival Tree, random oversampler",750,0.1326651829650594
269,"Survival Tree, SMOTENC",750,0.1443404910013649
270,"Random Survival Forest, unweighted",750,0.0833871407044255
271,"Random Survival Forest, random oversampler",750,0.0734798422102301
272,"Random Survival Forest, SMOTENC",750,0.0766668999221241
273,Unweighted Cox PH,750,0.07348694483497
274,"Cox PH, Barlow weights",750,0.0704285961548105
275,"Cox PH, Prentice weights",750,0.0766323632674679
276,"Cox PH, Self-Prentice weights",750,0.0839789308311041
277,"Cox PH Ridge, Barlow weights",750,0.0601187066179635
278,"Cox PH Lasso, Barlow weights",750,0.0594254110493934
279,"Cox PH Elastic Net, Barlow weights",750,0.0590551312497515
280,"Survival Tree, unweighted",750,0.1544135865665356
281,"Survival Tree, random oversampler",750,0.1379523039500936
282,"Survival Tree, SMOTENC",750,0.1265786033801598
283,"Random Survival Forest, unweighted",750,0.0730478121466044
284,"Random Survival Forest, random oversampler",750,0.0596984762143165
285,"Random Survival Forest, SMOTENC",750,0.0615562110572682
286,Unweighted Cox PH,750,0.0610039293175865
287,"Cox PH, Barlow weights",750,0.0635285012419097
288,"Cox PH, Prentice weights",750,0.0641947568556318
289,"Cox PH, Self-Prentice weights",750,0.122156925235
290,"Cox PH Ridge, Barlow weights",750,0.0480575018083683
291,"Cox PH Lasso, Barlow weights",750,0.0488452079309915
292,"Cox PH Elastic Net, Barlow weights",750,0.047425133104002
293,"Survival Tree, unweighted",750,0.1329199375638729
294,"Survival Tree, random oversampler",750,0.1308496859167346
295,"Survival Tree, SMOTENC",750,0.1442154483043035
296,"Random Survival Forest, unweighted",750,0.0743951454892119
297,"Random Survival Forest, random oversampler",750,0.0632856956257052
298,"Random Survival Forest, SMOTENC",750,0.0647101169090957
299,Unweighted Cox PH,750,0.0555609182242695
300,"Cox PH, Barlow weights",750,0.0508234458726585
301,"Cox PH, Prentice weights",750,0.051952155433134
302,"Cox PH, Self-Prentice weights",750,0.0615245564077785
303,"Cox PH Ridge, Barlow weights",750,0.0442258488022491
304,"Cox PH Lasso, Barlow weights",750,0.0383882818086648
305,"Cox PH Elastic Net, Barlow weights",750,0.0385959213570288
306,"Survival Tree, unweighted",750,0.1711286992246198
307,"Survival Tree, random oversampler",750,0.1500797651138066
308,"Survival Tree, SMOTENC",750,0.1585936670416673
309,"Random Survival Forest, unweighted",750,0.0870553938607164
310,"Random Survival Forest, random oversampler",750,0.069743040438636
311,"Random Survival Forest, SMOTENC",750,0.0720575903330928
312,Unweighted Cox PH,750,0.0587672259614457
313,"Cox PH, Barlow weights",750,0.0624245028302535
314,"Cox PH, Prentice weights",750,0.0621524311144232
315,"Cox PH, Self-Prentice weights",750,0.0845106820962222
316,"Cox PH Ridge, Barlow weights",750,0.053715933185778
317,"Cox PH Lasso, Barlow weights",750,0.0512659086477774
318,"Cox PH Elastic Net, Barlow weights",750,0.0496908020819873
319,"Survival Tree, unweighted",750,0.1190234689525453
320,"Survival Tree, random oversampler",750,0.1410921685258488
321,"Survival Tree, SMOTENC",750,0.1253257962051032
322,"Random Survival Forest, unweighted",750,0.0694209162673337
323,"Random Survival Forest, random oversampler",750,0.060490135200211
324,"Random Survival Forest, SMOTENC",750,0.0615031740184728
325,Unweighted Cox PH,750,0.0713413146867713
326,"Cox PH, Barlow weights",750,0.0738833607162464
327,"Cox PH, Prentice weights",750,0.0735761175090877
328,"Cox PH, Self-Prentice weights",750,0.1007242091454258
329,"Cox PH Ridge, Barlow weights",750,0.0622603975198641
330,"Cox PH Lasso, Barlow weights",750,0.0616994423368319
331,"Cox PH Elastic Net, Barlow weights",750,0.0612433244801926
332,"Survival Tree, unweighted",750,0.1235595123403706
333,"Survival Tree, random oversampler",750,0.1385410729435723
334,"Survival Tree, SMOTENC",750,0.1250711663321124
335,"Random Survival Forest, unweighted",750,0.0726980770088008
336,"Random Survival Forest, random oversampler",750,0.0664353407938327
337,"Random Survival Forest, SMOTENC",750,0.0678587629346386
338,Unweighted Cox PH,750,0.0718175257179433
339,"Cox PH, Barlow weights",750,0.0694932778306702
340,"Cox PH, Prentice weights",750,0.0752466971716651
341,"Cox PH, Self-Prentice weights",750,0.1170361961278794
342,"Cox PH Ridge, Barlow weights",750,0.05707475870947
343,"Cox PH Lasso, Barlow weights",750,0.0574437765659715
344,"Cox PH Elastic Net, Barlow weights",750,0.0567247676642555
345,"Survival Tree, unweighted",750,0.1499773862655647
346,"Survival Tree, random oversampler",750,0.1595189623767007
347,"Survival Tree, SMOTENC",750,0.1406964040430632
348,"Random Survival Forest, unweighted",750,0.0807019561128775
349,"Random Survival Forest, random oversampler",750,0.0725044074472209
350,"Random Survival Forest, SMOTENC",750,0.0726773254782178
351,Unweighted Cox PH,750,0.0826765675852323
352,"Cox PH, Barlow weights",750,0.0816725565557694
353,"Cox PH, Prentice weights",750,0.085623646028706
354,"Cox PH, Self-Prentice weights",750,0.0786576075651162
