,model,obs,score
155,"Random Survival Forest, SMOTENC",750,0.0534337729867
156,Unweighted Cox PH,750,0.0450427801942645
157,"Cox PH, Barlow weights",750,0.0364238628860267
158,"Cox PH, Prentice weights",750,0.0390576204340039
159,"Cox PH, Self-Prentice weights",750,0.0376219454990069
160,"Cox PH Ridge, Barlow weights",750,0.0364238628860267
161,"Cox PH Lasso, Barlow weights",750,0.0364238628860267
162,"Cox PH Elastic Net, Barlow weights",750,0.0364238628860267
163,"Survival Tree, unweighted",750,0.0838165996746009
164,"Survival Tree, random oversampler",750,0.0835826347248236
165,"Survival Tree, SMOTENC",750,0.1024595047213463
166,"Random Survival Forest, unweighted",750,0.059605729658816
167,"Random Survival Forest, random oversampler",750,0.0525164992089983
168,"Random Survival Forest, SMOTENC",750,0.0531814531144722
169,Unweighted Cox PH,750,0.0423806161315251
170,"Cox PH, Barlow weights",750,0.0527032580572463
171,"Cox PH, Prentice weights",750,0.0440435936561415
172,"Cox PH, Self-Prentice weights",750,0.047200373768402
173,"Cox PH Ridge, Barlow weights",750,0.0527032580572463
174,"Cox PH Lasso, Barlow weights",750,0.0527032580572463
175,"Cox PH Elastic Net, Barlow weights",750,0.0527032580572463
176,"Survival Tree, unweighted",750,0.0969618464956085
177,"Survival Tree, random oversampler",750,0.0865804246156441
178,"Survival Tree, SMOTENC",750,0.0790068771630402
179,"Random Survival Forest, unweighted",750,0.0628131958004268
180,"Random Survival Forest, random oversampler",750,0.0603811106528585
181,"Random Survival Forest, SMOTENC",750,0.0603856697933757
182,Unweighted Cox PH,750,0.0430121150474991
183,"Cox PH, Barlow weights",750,0.0456128518770633
184,"Cox PH, Prentice weights",750,0.0415613384227637
185,"Cox PH, Self-Prentice weights",750,0.042552757740493
186,"Cox PH Ridge, Barlow weights",750,0.0456128518770633
187,"Cox PH Lasso, Barlow weights",750,0.0456128518770633
188,"Cox PH Elastic Net, Barlow weights",750,0.0456128518770633
189,"Survival Tree, unweighted",750,0.0910668667475626
190,"Survival Tree, random oversampler",750,0.1023151661456243
191,"Survival Tree, SMOTENC",750,0.0865470322292519
192,"Random Survival Forest, unweighted",750,0.0684648760099184
193,"Random Survival Forest, random oversampler",750,0.0613758785609618
194,"Random Survival Forest, SMOTENC",750,0.0620220921561782
195,Unweighted Cox PH,750,0.0483698898500863
