,model,obs,score
322,"Random Survival Forest, unweighted",750.0,0.8355296827021494
323,"Random Survival Forest, random oversampler",750.0,0.8446775844421699
324,"Random Survival Forest, SMOTENC",750.0,0.8422466734902764
325,Unweighted Cox PH,750.0,0.7438563327032136
326,"Cox PH, Barlow weights",750.0,0.743289224952741
327,"Cox PH, Prentice weights",750.0,0.7431632010081916
328,"Cox PH, Self-Prentice weights",750.0,0.7434152488972905
329,"Cox PH Ridge, Barlow weights",750.0,0.7430371770636421
330,"Cox PH Lasso, Barlow weights",750.0,0.743289224952741
331,"Cox PH Elastic Net, Barlow weights",750.0,0.743289224952741
332,"Survival Tree, unweighted",750.0,0.8327662255828607
333,"Survival Tree, random oversampler",750.0,0.8124133585381222
334,"Survival Tree, SMOTENC",750.0,0.8357592942659106
335,"Random Survival Forest, unweighted",750.0,0.8241965973534972
336,"Random Survival Forest, random oversampler",750.0,0.8336798991808444
337,"Random Survival Forest, SMOTENC",750.0,0.8297416509136736
338,Unweighted Cox PH,750.0,0.7202574672741737
339,"Cox PH, Barlow weights",750.0,0.7217762349027266
340,"Cox PH, Prentice weights",750.0,0.7214146235625949
341,"Cox PH, Self-Prentice weights",750.0,0.720763723150358
342,"Cox PH Ridge, Barlow weights",750.0,0.7217762349027266
343,"Cox PH Lasso, Barlow weights",750.0,0.7217762349027266
344,"Cox PH Elastic Net, Barlow weights",750.0,0.7217762349027266
345,"Survival Tree, unweighted",750.0,0.8481232371447168
346,"Survival Tree, random oversampler",750.0,0.8142040934403703
347,"Survival Tree, SMOTENC",750.0,0.8191220076661604
348,"Random Survival Forest, unweighted",750.0,0.8417588775584003
349,"Random Survival Forest, random oversampler",750.0,0.843277645186953
350,"Random Survival Forest, SMOTENC",750.0,0.8440731901352426
351,Unweighted Cox PH,750.0,0.704374248274989
352,"Cox PH, Barlow weights",750.0,0.704374248274989
353,"Cox PH, Prentice weights",750.0,0.704374248274989
354,"Cox PH, Self-Prentice weights",750.0,0.7072228904222321
355,"Cox PH Ridge, Barlow weights",750.0,0.7042476419573337
356,"Cox PH Lasso, Barlow weights",750.0,0.704374248274989
357,"Cox PH Elastic Net, Barlow weights",750.0,0.704374248274989
358,"Survival Tree, unweighted",750.0,0.8426599987339368
359,"Survival Tree, random oversampler",750.0,0.8214217889472685
360,"Survival Tree, SMOTENC",750.0,0.8485788440843198
361,"Random Survival Forest, unweighted",750.0,0.8718111033740583
362,"Random Survival Forest, random oversampler",750.0,0.8643413306323986
363,"Random Survival Forest, SMOTENC",750.0,0.8523770336139773
364,Unweighted Cox PH,750.0,0.6808745854317652
365,"Cox PH, Barlow weights",750.0,0.6813659255619703
366,"Cox PH, Prentice weights",750.0,0.6813045080456946
367,"Cox PH, Self-Prentice weights",750.0,0.6801989927527331
368,"Cox PH Ridge, Barlow weights",750.0,0.6813659255619703
369,"Cox PH Lasso, Barlow weights",750.0,0.6813659255619703
370,"Cox PH Elastic Net, Barlow weights",750.0,0.6813659255619703
371,"Survival Tree, unweighted",750.0,0.8457191991155878
372,"Survival Tree, random oversampler",750.0,0.8242844859353887
373,"Survival Tree, SMOTENC",750.0,0.8429247021250461
374,"Random Survival Forest, unweighted",750.0,0.8747082667976906
375,"Random Survival Forest, random oversampler",750.0,0.8670310772632355
376,"Random Survival Forest, SMOTENC",750.0,0.8716988085001842
377,Unweighted Cox PH,750.0,0.6435852133731993
378,"Cox PH, Barlow weights",750.0,0.6425659146507203
379,"Cox PH, Prentice weights",750.0,0.6425659146507203
380,"Cox PH, Self-Prentice weights",750.0,0.6427018211470509
381,"Cox PH Ridge, Barlow weights",750.0,0.6425659146507203
382,"Cox PH Lasso, Barlow weights",750.0,0.6425659146507203
383,"Cox PH Elastic Net, Barlow weights",750.0,0.6425659146507203
384,"Survival Tree, unweighted",750.0,0.8407855395487904
385,"Survival Tree, random oversampler",750.0,0.8493136721935308
386,"Survival Tree, SMOTENC",750.0,0.8394264745854851
387,"Random Survival Forest, unweighted",750.0,0.8352813264474042
388,"Random Survival Forest, random oversampler",750.0,0.8638896439249796
389,"Random Survival Forest, SMOTENC",750.0,0.8652487088882849
390,Unweighted Cox PH,750.0,0.6895440439245644
391,"Cox PH, Barlow weights",750.0,0.6899618047266651
392,"Cox PH, Prentice weights",750.0,0.6899618047266651
393,"Cox PH, Self-Prentice weights",750.0,0.6910360467892098
394,"Cox PH Ridge, Barlow weights",750.0,0.6894843638099785
395,"Cox PH Lasso, Barlow weights",750.0,0.6899618047266651
396,"Cox PH Elastic Net, Barlow weights",750.0,0.6899618047266651
397,"Survival Tree, unweighted",750.0,0.8373418476963476
398,"Survival Tree, random oversampler",750.0,0.8118584387682024
399,"Survival Tree, SMOTENC",750.0,0.8140964430651707
400,"Random Survival Forest, unweighted",750.0,0.8240630222010026
401,"Random Survival Forest, random oversampler",750.0,0.8294939126283123
402,"Random Survival Forest, SMOTENC",750.0,0.8357603246598233
403,Unweighted Cox PH,750.0,0.6848415643733943
404,"Cox PH, Barlow weights",750.0,0.6846131886954039
405,"Cox PH, Prentice weights",750.0,0.6847273765343991
406,"Cox PH, Self-Prentice weights",750.0,0.6693120182700543
407,"Cox PH Ridge, Barlow weights",750.0,0.6846131886954039
408,"Cox PH Lasso, Barlow weights",750.0,0.6846131886954039
409,"Cox PH Elastic Net, Barlow weights",750.0,0.6846131886954039
410,"Survival Tree, unweighted",750.0,0.8114473308592635
411,"Survival Tree, random oversampler",750.0,0.8312874678846702
412,"Survival Tree, SMOTENC",750.0,0.7879246360262632
413,"Random Survival Forest, unweighted",750.0,0.8085069940051385
414,"Random Survival Forest, random oversampler",750.0,0.8174136454467599
415,"Random Survival Forest, SMOTENC",750.0,0.8114758778190123
416,Unweighted Cox PH,750.0,0.750207468879668
417,"Cox PH, Barlow weights",750.0,0.7481327800829876
418,"Cox PH, Prentice weights",750.0,0.7480735032602253
419,"Cox PH, Self-Prentice weights",750.0,0.753171310017783
420,"Cox PH Ridge, Barlow weights",750.0,0.7469472436277416
421,"Cox PH Lasso, Barlow weights",750.0,0.7481327800829876
422,"Cox PH Elastic Net, Barlow weights",750.0,0.7435091879075282
423,"Survival Tree, unweighted",750.0,0.8543864848844102
424,"Survival Tree, random oversampler",750.0,0.846058091286307
425,"Survival Tree, SMOTENC",750.0,0.8322465915826912
426,"Random Survival Forest, unweighted",750.0,0.8827504445761707
427,"Random Survival Forest, random oversampler",750.0,0.8795494961470065
428,"Random Survival Forest, SMOTENC",750.0,0.8782454060462359
429,Unweighted Cox PH,750.0,0.6619472589411528
430,"Cox PH, Barlow weights",750.0,0.6606723478494263
431,"Cox PH, Prentice weights",750.0,0.6609407501845266
432,"Cox PH, Self-Prentice weights",750.0,0.6610749513520767
433,"Cox PH Ridge, Barlow weights",750.0,0.6606723478494263
434,"Cox PH Lasso, Barlow weights",750.0,0.6606723478494263
435,"Cox PH Elastic Net, Barlow weights",750.0,0.6606723478494263
436,"Survival Tree, unweighted",750.0,0.8199020331476884
437,"Survival Tree, random oversampler",750.0,0.8164463530832718
438,"Survival Tree, SMOTENC",750.0,0.8541904314567537
439,"Random Survival Forest, unweighted",750.0,0.8677447493793196
440,"Random Survival Forest, random oversampler",750.0,0.8733811984164263
441,"Random Survival Forest, SMOTENC",750.0,0.867207944709119
442,Unweighted Cox PH,750.0,0.7068474024085171
443,"Cox PH, Barlow weights",750.0,0.7058002210716156
444,"Cox PH, Prentice weights",750.0,0.7057420443306766
445,"Cox PH, Self-Prentice weights",750.0,0.7063819884810053
446,"Cox PH Ridge, Barlow weights",750.0,0.7058002210716156
447,"Cox PH Lasso, Barlow weights",750.0,0.7058002210716156
448,"Cox PH Elastic Net, Barlow weights",750.0,0.7058002210716156
449,"Survival Tree, unweighted",750.0,0.8305020652743034
450,"Survival Tree, random oversampler",750.0,0.8255279539240212
451,"Survival Tree, SMOTENC",750.0,0.8361452091453837
452,"Random Survival Forest, unweighted",750.0,0.8457734597707837
453,"Random Survival Forest, random oversampler",750.0,0.8551108266914887
454,"Random Survival Forest, SMOTENC",750.0,0.8403048461225202
455,Unweighted Cox PH,750.0,0.6670332691778939
456,"Cox PH, Barlow weights",750.0,0.6652460819356613
457,"Cox PH, Prentice weights",750.0,0.6652460819356613
458,"Cox PH, Self-Prentice weights",750.0,0.6655210338190817
