,model,obs,score
191,"Survival Tree, SMOTENC",750,0.1825471562364129
192,"Random Survival Forest, unweighted",750,0.1051011977956991
193,"Random Survival Forest, random oversampler",750,0.0888049816702694
194,"Random Survival Forest, SMOTENC",750,0.0935299236392349
195,Unweighted Cox PH,750,0.0457197236476016
196,"Cox PH, Barlow weights",750,0.0538608431661102
197,"Cox PH, Prentice weights",750,0.0426405045022112
198,"Cox PH, Self-Prentice weights",750,0.0493656840267494
199,"Cox PH Ridge, Barlow weights",750,0.0538608431661102
200,"Cox PH Lasso, Barlow weights",750,0.0538608431661102
201,"Cox PH Elastic Net, Barlow weights",750,0.0538608431661102
202,"Survival Tree, unweighted",750,0.1078232808945178
203,"Survival Tree, random oversampler",750,0.158457067214961
204,"Survival Tree, SMOTENC",750,0.1795599894201088
205,"Random Survival Forest, unweighted",750,0.1018877428561413
206,"Random Survival Forest, random oversampler",750,0.084131803035312
207,"Random Survival Forest, SMOTENC",750,0.1009044941252309
208,Unweighted Cox PH,750,0.0462300168279256
209,"Cox PH, Barlow weights",750,0.0486693717573071
210,"Cox PH, Prentice weights",750,0.0437712556058246
211,"Cox PH, Self-Prentice weights",750,0.0432562919420254
212,"Cox PH Ridge, Barlow weights",750,0.0486693717573071
213,"Cox PH Lasso, Barlow weights",750,0.0486693717573071
214,"Cox PH Elastic Net, Barlow weights",750,0.0486693717573071
215,"Survival Tree, unweighted",750,0.1176003396311232
216,"Survival Tree, random oversampler",750,0.1199259021388263
217,"Survival Tree, SMOTENC",750,0.1498706358688575
218,"Random Survival Forest, unweighted",750,0.0971413570192339
219,"Random Survival Forest, random oversampler",750,0.0705603578464581
220,"Random Survival Forest, SMOTENC",750,0.0788002457479232
221,Unweighted Cox PH,750,0.049257243795623
222,"Cox PH, Barlow weights",750,0.0629856972859416
223,"Cox PH, Prentice weights",750,0.049987036199032
224,"Cox PH, Self-Prentice weights",750,0.0505710338030675
225,"Cox PH Ridge, Barlow weights",750,0.0629856972859416
226,"Cox PH Lasso, Barlow weights",750,0.0629856972859416
227,"Cox PH Elastic Net, Barlow weights",750,0.0629856972859416
228,"Survival Tree, unweighted",750,0.1057294121148175
229,"Survival Tree, random oversampler",750,0.1022181611163123
230,"Survival Tree, SMOTENC",750,0.105415617439406
231,"Random Survival Forest, unweighted",750,0.0998832264909052
232,"Random Survival Forest, random oversampler",750,0.0770297239149011
233,"Random Survival Forest, SMOTENC",750,0.0778856996408779
234,Unweighted Cox PH,750,0.0409334018472897
235,"Cox PH, Barlow weights",750,0.0696583889857217
236,"Cox PH, Prentice weights",750,0.046294558712574
237,"Cox PH, Self-Prentice weights",750,0.0505878236995275
238,"Cox PH Ridge, Barlow weights",750,0.0696583889857217
239,"Cox PH Lasso, Barlow weights",750,0.0696583889857217
240,"Cox PH Elastic Net, Barlow weights",750,0.0696583889857217
241,"Survival Tree, unweighted",750,0.089623059277865
242,"Survival Tree, random oversampler",750,0.1321628204902071
243,"Survival Tree, SMOTENC",750,0.1203573611153313
244,"Random Survival Forest, unweighted",750,0.0926493381046647
245,"Random Survival Forest, random oversampler",750,0.0802583997142964
